ConstellationShortName,AlphanumericName,ApparentMagnitude,Bayer 編號,ConsID,Declination,Flamsteed,HipparcosNumber,Name,RightAscension,ith,星點,英文星名
Her,nil,2.779999971,α1 Her,40,14.3903,64 Her,84345,Rasalgethi,258.6615,2,帝座,Rasalgethi
Cha,Pi,5.639999866,,22,-75.8965,,56675,π,174.3165,14,,
Per,Epsilon,2.900000095,ε Per,63,40.0103,45 Per,18532,?,59.46345,4,卷舌二,
Psc,Iota,4.130000114,ι Psc,66,5.62735,17 Psc,116771,ι,354.987,5,霹靂四,
CrA,Kappa1,5.670000076,κ2 CrA,26,-38.7259,,90968,κ1,278.346,13,鱉十,
Leo,Tau,4.949999809,τ Leo,46,2.85629,84 Leo,55945,τ,171.984,20,明堂一,
Gem,Pi,5.139999866,π Gem,38,33.4158,80 Gem,38016,π,116.8764,23,北河增三,
Tuc,Eta,5,η Tuc,82,-64.2981,,118121,η,359.3955,10,鳥喙增一,
Cas,nil,2.24000001,α Cas,18,56.5374,18 Cas,3179,Shedir,10.12662,2,王良四,Shedir
Del,Eta,5.389999866,η Del,32,13.0272,3 Del,101483,η,308.487,9,敗瓜二,
Aqr,Eta,4.039999962,η Aqr,4,-0.117361,62 Aqr,111497,η,338.8395,8,墳墓三,
Ara,Kappa,5.190000057,,6,-50.6335,,85312,κ,261.4995,12,,
Eri,Tau7,5.239999771,τ7 Eri,36,-23.8748,28 Eri,17717,τ7,56.9151,33,天苑十四,
Aql,Mu,4.449999809,μ Aql,5,7.37932,38 Aql,96229,μ,293.5215,11,右旗一,
Ser,nil,4.619999886,θ1 Ser,76,4.20353,63A Ser,92946,Alya,284.055,14,七 徐,Alya
Her,Eta,3.480000019,η Her,40,38.9225,44 Her,81833,η,250.7235,7,天紀增一,
Del,Gamma2,4.269999981,γ2 Del,32,16.1248,12A Del,102532,γ2,311.664,4,瓠瓜二,
Sco,Iota2,4.78000021,,73,-40.0904,,87294,ι2,267.546,23,,
Gru,Tau1,6.03000021,,39,-48.5981,,113044,τ1,343.407,24,,
CMa,Omicron1,3.890000105,ο1 CMa,14,-24.1842,16 CMa,33152,ο1,103.53315,10,軍市五,
Scl,Delta,4.590000153,,74,-28.13,,117452,δ,357.231,4,,
Vir,nil,2.74000001,γ Vir,86,-1.44952,29 Vir,61941,Porrima,190.416,2,二 東上相,Porrima
Col,Pi1,6.150000095,,24,-42.2988,,28957,π1,91.67115,17,,
Ori,Pi2,4.349999905,π2 Ori,60,8.90025,2 Ori,22509,π2,72.65295,19,參旗五,
Lib,Alpha1,5.150000095,α1 Lib,49,-15.9971,8 Lib,72603,α1,222.672,13,氐宿增七,
Ari,Rho3,5.579999924,ρ Ari,7,18.0237,46 Ari,13702,ρ3,44.10825,17,左更增四,
Aql,Delta,3.359999895,δ Aql,5,3.11458,30 Aql,95501,δ,291.3735,5,右旗三,
Cep,nil,3.230000019,β Cep,20,70.5607,8 Cep,106032,Alfirk,322.1655,3,上衛增一,
UMa,nil,1.75999999,ε UMa,83,55.9598,77 UMa,62956,Alioth,193.5075,1,五 玉衡,Alioth
Lup,Theta,4.21999979,θ Lup,50,-36.8022,,78918,θ,241.6485,15,積卒一,
Ori,Rho,4.460000038,ρ Ori,60,2.86125,17 Ori,24331,ρ,78.3228,24,參宿增九,
Vir,nil,3.390000105,δ Vir,86,3.3976,43 Vir,63090,Auva,193.902,5,三 東次相,
Eri,nil,3.890000105,η Eri,36,-8.89761,3 Eri,13701,Azha,44.10675,12,天苑六,Azha
Gem,Theta,3.599999905,θ Gem,38,33.9614,34 Gem,33018,θ,103.1973,12,五諸侯一,
Car,Omega,3.289999962,ω Car,17,-70.0379,,50099,ω,153.435,7,南船四,
Tau,Zeta,2.970000029,ζ Tau,78,21.1426,123 Tau,26451,ζ,84.41115,4,天關,
Sco,Mu2,3.559999943,μ2 Sco,73,-38.0175,,82545,μ2,253.0845,15,尾宿增二,
Oct,Iota,5.449999809,,58,-85.1234,,63031,ι,193.743,13,,
Gru,nil,1.730000019,α Gru,39,-46.9606,,109268,Alnair,332.058,1,鶴一,Alnair
Cyg,nil,2.230000019,γ Cyg,31,40.2567,37 Cyg,100453,Sadr,305.5575,2,天津一,Sadr
UMa,nil,2.410000086,γ UMa,83,53.6947,64 UMa,58001,Phad,178.458,6,三 天璣,Phad
Ari,Kappa,5.03000021,κ Ari,7,22.6484,12 Ari,9836,κ,31.6413,8,婁宿增十一,
Aps,Delta1,4.679999828,δ1 Aps,3,-78.6957,,80047,δ1,245.0865,4,異雀六,
Ant,Iota,4.599999905,,2,-37.1375,,53502,ι,164.1795,3,,
Sge,Beta,4.389999866,β Sge,71,17.4761,6 Sge,96837,β,295.2615,4,左旗二,
Cet,Chi,4.659999847,χ Cet,21,-10.6862,53 Cet,8497,χ,27.3966,15,天倉增廿一,
Hya,Tau2,4.539999962,τ2 Hya,42,-1.18465,32 Hya,46776,τ2,142.9956,18,星宿三,
For,Gamma2,5.389999866,,37,-27.942,,13202,γ2,42.47565,10,,
Boo,Pi1,4.489999771,π1 Boo,9,16.4183,29 Boo,71762,π1,220.182,14,左攝提二,
TrA,Epsilon,4.110000134,ε TrA,81,-66.3169,,76440,?,234.18,5,三角形增二,
Tau,Phi,4.96999979,? Tau,78,27.3509,52 Tau,20250,?,65.08845,25,礪石四,
Ara,Alpha,2.839999914,α Ara,6,-49.876,,85792,α,262.9605,1,杵二,
Col,Sigma,5.519999981,,24,-31.3825,,28098,σ,89.08725,15,,
Oph,Theta,3.269999981,θ Oph,59,-24.9995,42 Oph,84970,θ,260.502,8,天江三,
Per,nil,2.089999914,β Per,63,40.9557,26 Per,14576,Algol,47.04225,2,大陵五,Algol
Eri,nil,0.449999988,α Eri,36,-57.2367,,7588,Achernar,24.4281,1,水委一,Achernar
Oct,Phi,5.46999979,,58,-75.0443,,90133,?,275.9025,15,,
Sgr,Kaus,2.720000029,δ Sgr,72,-29.828,19 Sgr,89931,Kaus,275.2485,4,箕宿二,Kaus Media
Tau,Sigma1,5.079999924,σ1 Tau,78,15.8,91 Tau,21673,σ1,69.78825,26,附耳增一,
Lup,Xi1,5.139999866,,50,-33.966,,78105,ξ1,239.223,26,,
Boo,Omicron,4.599999905,ο Boo,9,16.9644,35 Boo,72125,ο,221.31,19,左攝提一,
Cap,Theta,4.079999924,θ Cap,16,-17.2327,23 Cap,104139,θ,316.4865,6,秦一,
Ser,nil,2.630000114,α Ser,76,6.42552,24 Ser,77070,Unukalhai,236.067,1,七 蜀,Unukalhai
Cas,Zeta,3.690000057,ζ Cas,18,53.8969,17 Cas,2920,ζ,9.242775,7,附路,
Psc,Pi,5.539999962,π Psc,66,12.1415,102 Psc,7535,π,24.2748,24,右更三,
Cen,Xi1,4.829999924,,19,-49.5272,,63724,ξ1,195.8895,25,,
CMa,nil,1.5,ε CMa,14,-28.9721,21 CMa,33579,Adhara,104.6565,2,弧矢七,Adhara
Tau,Omicron,3.609999895,ο Tau,78,9.02907,1 Tau,15900,ο,51.20355,8,天廩四,
UMa,nil,1.850000024,η UMa,83,49.3133,85 UMa,67301,Alkaid,206.886,3,七 搖光,Alkaid
Hyi,Epsilon,4.119999886,ε Hyi,43,-68.2669,,12394,?,39.8967,5,蛇腹二,
Gru,Delta2,4.119999886,δ2 Gru,39,-43.7492,,111043,δ2,337.44,8,鶴十一,
Aur,Psi5,5.239999771,ψ5 Aur,8,43.577,56 Aur,32480,ψ5,101.6847,27,座旗四,
Gem,,2.849999905,,38,31.8919,,0,Castor B,113.6547,4,,
Aur,nil,1.899999976,β Aur,8,44.9474,34 Aur,28360,Menkalinan,89.8824,2,五車三,Menkalinan
Dra,Omega,4.769999981,ω Dra,34,68.7572,28 Dra,86201,ω,264.2385,21,尚書增一,
For,Eta3,5.480000019,,37,-35.6757,,13265,η3,42.6684,11,,
Cep,Lambda,5.050000191,λ Cep,20,59.4145,22 Cep,109556,λ,332.877,16,造父三,
Tuc,Delta,4.510000229,δ Tuc,82,-64.9664,,110838,δ,336.8325,7,鳥喙二,
Cyg,Kappa,3.799999952,κ Cyg,31,53.3682,1 Cyg,94779,κ,289.275,10,奚仲一,
UMa,Phi,4.550000191,? Uma,83,54.0643,30 UMa,48402,?,148.02645,20,文昌三,
Cru,Theta2,4.71999979,,30,-63.1657,,58867,θ2,181.08,12,,
Oph,Upsilon,4.619999886,υ Oph,59,-8.3717,3 Oph,80628,υ,246.951,21,車肆一,
Oct,Kappa,5.559999943,,58,-85.786,,66753,κ,205.2345,18,,
Tau,Psi,5.210000038,ψ Tau,78,29.0013,42 Tau,19205,ψ,61.75215,27,礪石一,
Cas,Phi,4.949999809,? Cas,18,58.2316,34 Cas,6242,?,20.0205,22,閣道增三,
Scl,Alpha,4.300000191,,74,-29.3575,,4577,α,14.651445,1,,
Lup,Nu2,5.650000095,,50,-48.317,,75181,ν2,230.457,29,,
Cyg,Zeta,3.210000038,ζ Cyg,31,30.2271,64 Cyg,104732,ζ,318.234,6,天津八,
Vel,nil,2.230000019,λ Vel,85,-43.4326,,44816,Alsuhail,136.99905,3,天記,Suhail
UMi,nil,1.970000029,α UMi,84,89.2641,1 UMi,11767,Polaris,37.9461,1,勾陳一 北極星,Polaris
Per,Lambda,4.25,λ Per,63,50.3514,47 Per,19167,λ,61.6461,18,積水,
Car,nil,1.669999957,β Car,17,-69.7175,,45238,Miaplacidus,138.30105,2,南船五,Miaplacidus
Boo,Theta,4.039999962,θ Boo,9,51.8517,23 Boo,70497,θ,216.3,9,天槍三,
Vol,Kappa2,5.630000114,,87,-71.5055,,40834,κ2,125.00235,11,,
Gru,Eta,4.840000153,η Gru,39,-53.5002,,112374,η,341.4075,12,鶴四,
Ser,Iota,4.510000229,ι Ser,76,19.6705,21 Ser,76852,ι,235.3875,13,周增七,
Cnc,Pi1,6.489999771,,12,14.9954,,45170,π1,138.0744,33,,
Hya,Phi3,4.909999847,?3 Hya,42,-16.8766,,52085,?3,159.6465,22,張宿六,
Aur,nil,3.029999971,ε Aur,8,43.8233,7 Aur,23416,Maaz,75.4923,5,柱一,
Vir,Omega,5.239999771,ω Vir,86,8.13428,1 Vir,56779,ω,174.615,25,內屏增一,
CMi,nil,0.400000006,α CMi,15,5.22751,10 CMi,37279,Procyon,114.82725,1,南河三,Procyon
Mus,Iota2,6.619999886,,56,-74.6917,,65628,ι2,201.828,13,,
Boo,Gamma,3.039999962,γ Boo,9,38.3079,27 Boo,71075,γ,218.0205,4,招搖,Seginus
Cep,Epsilon,4.179999828,ε Cep,20,57.0435,23 Cep,109857,?,333.7575,8,螣蛇九,
Sco,Omicron,4.550000191,ο Sco,73,-24.1693,19 Sco,80079,ο,245.1585,21,心宿增三,
Dor,Gamma,4.260000229,γ Dor,33,-51.4871,,19893,γ,64.0062,3,金魚一,
For,Alpha,3.799999952,α For,37,-28.9891,,14879,α,48.01785,1,天苑增三,
Hyi,Pi2,5.670000076,,43,-67.7463,,10513,π2,33.86895,14,,
And,Phi,4.260000229,? And,1,47.2418,42 And,5434,?,17.37555,11,軍南門,
Her,Chi,4.599999905,χ Her,40,42.45,1 Her,77760,χ,238.167,21,七公四,
Ori,Pi5,3.710000038,π5 Ori,60,2.44067,8 Ori,22797,π5,73.56285,14,參旗八,
Boo,Sigma,4.46999979,σ Boo,9,29.7448,28 Boo,71284,σ,218.67,13,梗河二,
Lup,Mu,4.269999981,μ Lup,50,-47.8752,,74911,μ,229.6335,16,騎官七,
Nor,Lambda,5.440000057,,57,-42.6739,,79963,λ,244.824,10,,
Cet,nil,2.539999962,α Cet,21,4.08993,92 Cet,14135,Menkar,45.56985,2,天囷一,Menkar
Sco,Chi,5.239999771,χ Sco,73,-11.8377,17 Sco,79540,χ,243.462,28,罰增三,
For,Chi2,5.710000038,,37,-35.6813,,16112,χ2,51.88905,14,,
Leo,nil,3.880000114,μ Leo,46,26.0071,24 Leo,48455,Rasalas,148.19145,11,軒轅十,Rasalas
Her,Phi,4.230000019,? Her,40,44.9348,11 Her,79101,?,242.193,17,七公三,
Cet,Theta,3.599999905,θ Cet,21,-8.18275,45 Cet,6537,θ,21.006,7,天倉三,
Ret,Delta,4.559999943,,70,-61.4002,,18597,δ,59.68635,5,,
Hya,Nu,3.109999895,ν Hya,42,-16.1941,,52943,ν,162.4065,3,翼宿五,
Tau,Omega2,4.929999828,ω2 Tau,78,20.5787,50 Tau,19990,ω2,64.31535,24,天街二,
Car,Upsilon,2.920000076,υ Car,17,-65.072,,48002,υ,146.7756,6,海石五,
Oph,Gamma,3.75,γ Oph,59,2.70746,62 Oph,87108,γ,266.973,10,宗正二,
Sgr,Xi1,5.019999981,ξ1 Sgr,72,-20.6563,36 Sgr,93057,ξ1,284.3355,27,建增二,
Lyr,Iota,5.25,ι Lyr,52,36.1002,18 Lyr,93903,ι,286.8255,14,漸台四,
Sco,Zeta1,4.699999809,ζ1 Sco,73,-42.362,,82671,ζ1,253.4985,22,尾宿三,
Leo,Iota,4,ι Leo,46,10.5297,78 Leo,55642,ι,170.9805,12,三 西次將,
Cap,Alpha1,4.300000191,α1 Cap,16,-12.5082,5 Cap,100027,α1,304.4115,10,牛宿增六,
Dra,Psi1,5.809999943,,34,72.1576,,86620,ψ1,265.4925,28,,
Mus,Iota1,5.039999962,,56,-74.8875,,65468,ι1,201.2805,9,,
UMi,Lambda,6.309999943,λ UMi,84,89.0377,,84535,λ,259.239,9,勾陳增五,
Tri,Delta,4.840000153,δ Tri,80,34.2248,8 Tri,10644,δ,34.26,4,天大將軍十一,
Dra,nil,4.570000172,ψ1A Dra,34,72.1495,31A Dra,86614,Dziban,265.485,17,女史增一,
Pav,Phi2,5.110000134,,61,-60.5475,,101983,?2,310.0095,16,,
Sge,Delta,3.680000067,δ Sge,71,18.5343,7 Sge,97365,δ,296.847,2,左旗三,
Per,Rho,3.319999933,ρ Per,63,38.8405,25 Per,14354,ρ,46.29375,7,大陵六,
Eri,Upsilon4,3.549999952,υ4 Eri,36,-33.7983,41 Eri,20042,υ4,64.47345,6,天園十,
Cap,Eta,4.820000172,η Cap,16,-19.8549,22 Cap,104019,η,316.101,15,周一,
Hyi,Alpha,2.859999895,α Hyi,43,-61.5699,,9236,α,29.69115,2,蛇首一,
Nor,Zeta,5.78000021,,57,-55.5408,,79497,ζ,243.345,12,,
Crt,Psi,6.110000134,,29,-18.4998,,54742,ψ,168.126,12,,
Boo,nil,2.349999905,ε Boo,9,27.0742,36 Boo,72105,Izar,221.247,2,梗河一,Izar
Aqr,Omega2,4.489999771,ω2 Aqr,4,-14.5447,105 Aqr,116971,ω2,355.68,15,羽林軍四五,
Pup,Tau,2.940000057,τ PuP,68,-50.6144,,32768,τ,102.4839,4,老人增一,
CMa,Nu2,3.950000048,ν2 CMa,14,-19.2557,7 CMa,31592,ν2,99.17085,11,野雞,
Peg,nil,2.829999924,γ Peg,62,15.1836,88 Peg,1067,Algenib,3.308955,4,壁宿一,Algenib
Hyi,Kappa,5.989999771,,43,-73.6458,,11095,κ,35.7186,15,,
Cas,Theta,4.340000153,θ Cas,18,55.1499,33 Cas,5542,θ,17.7747,9,閣道四,
Oph,nil,2.079999924,α Oph,59,12.5606,55 Oph,86032,Rasalhague,263.733,1,候,Rasalhague
Phe,Lambda1,4.760000229,λ1 Phe,64,-48.8036,,2472,λ1,7.853565,12,火鳥八,
Ari,Pi,5.260000229,π Ari,7,17.4643,42 Ari,13165,π,42.3231,12,左更五,
Col,Delta,3.849999905,δ Col,24,-33.4363,,30277,δ,95.52855,3,孫增三,
Vir,nil,4.070000172,ι Vir,86,-5.99953,99 Vir,69701,Syrma,214.0035,11,亢宿二,Syrma
Aqr,Omicron,4.739999771,ο Aqr,4,-2.15534,31 Aqr,108874,ο,330.828,19,蓋屋一,
Aql,Nu,4.639999866,ν Aql,5,0.338576,32 Aql,95585,ν,291.63,12,右旗四,
Ari,Tau2,5.099999905,τ2 Ari,7,20.7421,63 Ari,15737,τ2,50.6886,10,天陰三,
Col,Pi2,5.5,,24,-42.154,,29064,π2,91.97025,14,,
And,Upsilon,4.099999905,υ And,1,41.4064,50 And,7513,υ,24.19995,9,天大將軍六,
Hor,Zeta,5.210000038,,41,-54.5499,,12484,ζ,40.1649,5,,
Cru,nil,1.590000033,γ Cru,30,-57.1126,,61084,Gacrux,187.791,3,十字架一,Gacrux
UMi,nil,2.069999933,β UMi,84,74.1555,7 UMi,72607,Kochab,222.6765,2,二 帝,Kocab
Lyr,Zeta2,5.730000019,ζ2 Lyr,52,37.5946,7 Lyr,91973,ζ2,281.2005,16,織女增一,
Tuc,Lambda1,6.670000076,,82,-69.5036,,4084,λ1,13.10214,17,,
Hya,Omicron,4.699999809,ο Hya,42,-34.7447,,56922,ο,175.053,21,青丘七,
Cas,nil,2.150000095,γ Cas,18,60.7167,27 Cas,4427,Tsih,14.177085,1,策,
Aqr,Xi,4.679999828,ξ Aqr,4,-7.85414,23 Aqr,106786,ξ,324.438,17,天壘城一,
TrA,nil,1.909999967,α TrA,81,-69.0276,,82273,Atria,252.1665,1,三角形三,Atria
Cnc,Tau,5.420000076,τ Cnc,12,29.6542,72 Cnc,44818,τ,137.00025,17,軒轅增十四,
Sge,Epsilon,5.670000076,ε Sge,71,16.4628,4 Sge,96516,?,294.3225,7,左旗增一,
UMa,Omega,4.659999847,ω UMa,83,43.19,45 UMa,53295,ω,163.494,22,天牢一,
Scl,Gamma,4.409999847,,74,-32.5318,,115102,γ,349.7055,3,,
Tau,nil,0.870000005,α Tau,78,16.5098,87 Tau,21421,Aldebaran,68.98005,1,畢宿五,Aldebaran
Tuc,Zeta,4.230000019,ζ Tuc,82,-64.8776,,1599,ζ,5.007975,3,鳥喙六,
Ari,nil,2.640000105,β Ari,7,20.8083,6 Ari,8903,Sheratan,28.65975,2,婁宿一,Sheratan
Hyi,Tau1,6.329999924,,43,-79.1483,,7879,τ1,25.33875,18,,
Tau,Gamma,3.650000095,γ Tau,78,15.6277,54 Tau,20205,γ,64.94805,9,畢宿四,
Peg,Rho,4.909999847,ρ Peg,62,8.8161,50 Peg,113186,ρ,343.8075,20,雷電增二,
Men,Mu,5.53000021,,53,-70.9311,,21949,μ,70.7664,7,,
Ari,Eta,5.230000019,η Ari,7,21.211,17 Ari,10306,η,33.19995,11,婁宿增十二,
Equ,nil,3.920000076,α Equ,35,5.24807,8 Equ,104987,Kitalpha,318.9555,1,虛宿二,Kitalpha
Vol,Epsilon,4.349999905,,87,-68.6171,,39794,?,121.9827,6,,
Pav,Sigma,5.409999847,,61,-68.7764,,102773,σ,312.3255,20,,
Aur,Chi,4.710000038,χ Aur,8,32.192,25 Aur,25984,χ,83.18205,14,柱七,
Tau,Chi,5.380000114,χ Tau,78,25.6294,59 Tau,20430,χ,65.64555,29,礪石三,
Aur,Iota,2.690000057,ι Aur,8,33.1661,3 Aur,23015,ι,74.24835,4,五車一,
Tuc,Epsilon,4.489999771,ε Tuc,82,-65.5771,,118322,?,359.979,6,鳥喙七,
Psc,Delta,4.440000057,δ Psc,66,7.5852,63 Psc,3786,δ,12.1704,9,外屏一,
For,Gamma1,6.139999866,,37,-24.56,,13197,γ1,42.46245,24,,
Oph,Yed,2.730000019,δ Oph,59,-3.69398,1 Oph,79593,Yed,243.5865,4,九 梁,Yed Prior
Pav,Phi1,4.75,,61,-60.5813,,101612,?1,308.895,13,,
Cet,Phi4,5.619999886,?4 Cet,21,-11.3799,23 Cet,4587,?4,14.68287,25,天溷增五,
Cru,Mu1,4.03000021,,30,-57.1779,,63003,μ1,193.6485,6,,
Hor,Alpha,3.849999905,α Hor,41,-42.2939,,19747,α,63.5004,1,天園增六,
Men,Xi,5.840000153,,53,-82.4705,,23148,ξ,74.71245,13,,
Vel,Kappa,2.470000029,κ Vel,85,-55.0107,,45941,κ,140.5284,4,天社五,
Lup,Psi2,4.75,ψ2 Lup,50,-34.7103,4 Lup,76945,ψ2,235.671,24,從官一,
Scl,Kappa1,5.420000076,,74,-27.9879,,761,κ1,2.337585,13,,
Phe,Iota,4.690000057,ι Phe,64,-42.6151,,116389,ι,353.769,11,火鳥二,
Cet,Xi1,4.360000134,ξ1 Cet,21,8.84675,65 Cet,10324,ξ1,33.25005,14,天囷五,
Cas,Pi,4.949999809,π Cas,18,47.0246,20 Cas,3414,π,10.86705,23,閣道增一,
Lyr,Nu2,5.21999979,ν2 Lyr,52,32.5511,9 Lyr,92405,ν2,282.471,13,漸台增五,
Ori,nil,0.449999988,α Ori,60,7.40704,58 Ori,27989,Betelgeuse,88.7928,2,參宿四,Betelgeuse
CMa,Iota,4.360000134,ι CMa,14,-17.0542,20 CMa,33347,ι,104.0343,16,天狼增五,
Crv,nil,2.650000095,β Crv,28,-23.3966,9 Crv,61359,Kraz,188.5965,2,軫宿四,
Dra,Nu1,4.889999866,ν1 Dra,34,55.1841,24 Dra,85819,ν1,263.043,24,天棓增一,
Pic,Lambda,5.300000191,,65,-50.4814,,21914,λ,70.6935,6,,
Per,Sigma,4.360000134,σ Per,63,47.9952,35 Per,16335,σ,52.6437,20,天船增四,
Cet,Upsilon,3.99000001,υ Cet,21,-21.0778,59 Cet,9347,υ,30.0009,9,鈇鑕四,
Aql,nil,3.710000038,β Aql,5,6.40793,60 Aql,98036,Alshain,298.8285,7,河鼓一,Alshain
Per,Gamma,2.910000086,γ Per,63,53.5065,23 Per,14328,γ,46.1991,5,天船二,
Hya,Sigma,4.449999809,σ Hya,42,3.34147,5 Hya,42402,σ,129.6894,17,柳宿二,
Boo,Omega,4.800000191,ω Boo,9,25.0083,41 Boo,73568,ω,225.5265,21,梗河增四,
Aqr,Omega1,4.96999979,ω1 Aqr,4,-14.222,102 Aqr,116758,ω1,354.9465,23,羽林軍四四,
Gru,Mu1,4.789999962,μ1 Gru,39,-41.3468,,109908,μ1,333.903,11,鶴十二,
Lup,Alpha,2.299999952,α Lup,50,-47.3881,,71860,α,220.482,1,騎官十,
Aur,nil,0.079999998,α Aur,8,45.999,13 Aur,24608,Capella,79.1721,1,五車二,Capella
Cas,nil,3.349999905,ε Cas,18,63.6701,45 Cas,8886,Navi,28.5987,5,閣道二,
Ind,Kappa1,6.130000114,,44,-59.0122,,108478,κ1,329.625,15,,
Sco,Pi,2.890000105,π Sco,73,-26.114,6 Sco,78265,π,239.7135,10,房宿一,
Cyg,nil,3.049999952,β1 Cyg,31,27.9597,6A Cyg,95947,Albireo,292.68,5,輦道增七,
Cap,Nu,4.769999981,ν Cap,16,-12.759,8 Cap,100310,ν,305.166,13,牛宿增七,
Eri,nil,3.519999981,δ Eri,36,-9.7652,23 Eri,17378,Rana,55.8123,5,天苑三,
CrA,Beta,4.099999905,β CrA,26,-39.3407,,94160,β,287.508,1,鱉五,
CrB,Theta,4.139999866,θ CrB,27,31.3592,4 CrB,76127,θ,233.232,5,貫索二,
Cas,Upsilon1,4.829999924,,18,58.9728,,4292,υ1,13.7508,18,,
Gru,Phi,5.539999962,,39,-40.8241,,115054,?,349.5405,19,,
Cru,nil,1.25,β Cru,30,-59.6887,,62434,Mimosa,191.931,2,十字架三,Mimosa
Aql,Chi,5.28000021,χ Aql,5,11.8266,47 Aql,96957,χ,295.641,18,河鼓增三,
Ori,Eta,3.349999905,η Ori,60,-2.39714,28 Ori,25281,η,81.11925,10,參宿增三,
Aqr,Phi,4.21999979,? Aqr,4,-6.04853,90 Aqr,114724,?,348.5805,11,壘壁陣八,
CrB,Upsilon,5.800000191,υ CrB,27,29.1503,18 CrB,79757,υ,244.1865,21,貫索增八,
Cnc,Upsilon1,5.710000038,υ1 Cnc,12,24.0812,30 Cnc,41816,υ1,127.8774,23,爟增十一,
UMa,Theta,3.170000076,θ UMa,83,51.6786,25 UMa,46853,θ,143.21805,10,文昌四,
Cha,Nu,5.429999828,,22,-76.776,,47956,ν,146.5851,10,,
Leo,Eta,3.480000019,η Leo,46,16.7627,30 Leo,49583,η,151.833,8,軒轅十三,
Aps,Beta,4.230000019,β Aps,3,-77.5166,,81852,β,250.773,3,異雀三,
Mus,Lambda,3.630000114,λ Mus,56,-66.7288,,57363,λ,176.403,4,海山六,
Lup,Xi2,5.590000153,,50,-33.9642,,78106,ξ2,239.226,28,,
Cet,Phi1,4.769999981,?1 Cet,21,-10.6093,17 Cet,3455,?1,11.04753,18,天溷四,
Aql,Tau,5.510000229,τ Aql,5,7.27793,63 Aql,98823,τ,301.035,21,河鼓增七,
Cet,Phi3,5.349999905,?3 Cet,21,-11.2665,22 Cet,4371,?3,14.00628,24,天溷二,
Sgr,Nu2,5,ν2 Sgr,72,-22.6713,35 Sgr,92845,ν2,283.779,25,建增七,
Gru,Gamma,3,γ Gru,39,-37.3648,,108085,γ,328.482,3,敗臼一,
Dra,nil,4.670000076,σ Dra,34,69.6654,61 Dra,96100,Alsaphi,293.0865,20,天廚二,
Del,nil,3.640000105,β Del,32,14.5952,6 Del,101769,Rotanev,309.387,1,瓠瓜四,Rotanev
Per,Tau,3.930000067,τ Per,63,52.7625,18 Per,13531,τ,43.5645,12,大陵二,
Lep,Lambda,4.289999962,λ Lep,48,-13.1768,6 Lep,24845,λ,79.8939,9,軍井三,
CrA,Zeta,4.739999771,ζ CrA,26,-42.095,,93542,ζ,285.7785,6,鱉三,
Phe,Theta,6.070000172,,64,-46.6379,,116737,θ,354.867,23,,
UMa,Psi,3,ψ UMa,83,44.4986,52 UMa,54539,ψ,167.4165,7,太尊,
UMi,nil,4.349999905,δ UMi,84,86.5863,23 UMi,85822,Yildun,263.0535,6,勾陳二,Yildun
Aur,Omicron,5.460000038,ο Aur,8,49.8263,27 Aur,27196,ο,86.47515,29,五車增十七,
And,Chi,5.010000229,χ And,1,44.3861,52 And,7719,χ,24.8376,23,天大將軍五,
Her,nil,2.779999971,β Her,40,21.4896,27 Her,80816,Kornephoros,247.5555,1,一 河中,Kornephoros
CMa,Xi2,4.539999962,ξ2 CMa,14,-22.9648,5 CMa,31416,ξ2,98.76405,20,軍市增二,
Lup,Eta,3.420000076,η Lup,50,-38.3966,,78384,η,240.03,7,積卒二,
Hya,Psi,4.940000057,ψ Hya,42,-23.118,45 Hya,64166,ψ,197.2635,24,平增一,
Gru,Omicron,5.53000021,,39,-52.7219,,115713,ο,351.6525,18,,
Cyg,Theta,4.489999771,θ Cyg,31,50.2205,13 Cyg,96441,θ,294.111,18,奚仲三,
Pyx,Eta,5.239999771,,69,-26.255,,42334,η,129.4674,9,,
Vir,Eta,3.890000105,η Vir,86,-0.666747,15 Vir,60129,η,184.977,9,一 左執法,Zaniah
Scl,Epsilon,5.289999962,,74,-25.0524,,8209,?,26.4111,10,,
Pic,Eta2,5.050000191,,65,-49.5778,,23649,η2,76.2414,5,,
Men,Delta,5.670000076,,53,-80.2142,,20049,δ,64.49655,11,,
And,nil,2.099999905,γ And,1,42.3298,57 And,9640,Almach,30.9747,3,天大將軍一,Almaak
Gru,Lambda,4.46999979,λ Gru,39,-39.543,,109111,λ,331.5285,10,敗臼二,
Tel,Rho,5.170000076,,79,-52.3406,,93815,ρ,286.5825,10,,
Vir,Lambda,4.519999981,λ Vir,86,-13.3712,100 Vir,69974,λ,214.7775,16,亢宿四,
Oph,Xi,4.389999866,ξ Oph,59,-21.1124,40 Oph,84893,ξ,260.2515,16,天江增七,
Sco,Theta,1.860000014,θ Sco,73,-42.9978,,86228,θ,264.33,3,尾宿五,Girtab
Boo,Tau,4.5,τ Boo,9,17.4568,4 Boo,67275,τ,206.817,15,右攝提二,
Del,Zeta,4.639999866,ζ Del,32,14.6742,4 Del,101589,ζ,308.8275,6,瓠瓜五,
Aqr,Tau2,4.050000191,τ2 Aqr,4,-13.5925,71 Aqr,112716,τ2,342.3975,9,羽林軍廿四,
Sco,nil,4,ν Sco,73,-19.4606,14 Sco,79374,Jabbah,242.9985,19,鍵閉,
